"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Tennessee"	"47"	"2005"	"2005"	856	5991057	14.29	14.01
	"Tennessee"	"47"	"2006"	"2006"	874	6088766	14.35	14.14
	"Tennessee"	"47"	"2007"	"2007"	844	6175727	13.67	13.35
	"Tennessee"	"47"	"2008"	"2008"	973	6247411	15.57	15.10
	"Tennessee"	"47"	"2009"	"2009"	947	6306019	15.02	14.60
	"Tennessee"	"47"	"2010"	"2010"	943	6346105	14.86	14.59
	"Tennessee"	"47"	"2011"	"2011"	955	6397634	14.93	14.37
	"Tennessee"	"47"	"2012"	"2012"	978	6454306	15.15	14.60
	"Tennessee"	"47"	"2013"	"2013"	1030	6494821	15.86	15.34
	"Tennessee"	"47"	"2014"	"2014"	997	6544663	15.23	14.80
	"Tennessee"	"47"	"2015"	"2015"	1068	6595056	16.19	15.68
	"Tennessee"	"47"	"2016"	"2016"	1111	6651194	16.70	16.26
	"Texas"	"48"	"1999"	"1999"	2005	20558220	9.75	10.21
	"Texas"	"48"	"2000"	"2000"	2053	20851820	9.85	10.22
	"Texas"	"48"	"2001"	"2001"	2225	21319622	10.44	10.88
	"Texas"	"48"	"2002"	"2002"	2311	21690325	10.65	11.08
	"Texas"	"48"	"2003"	"2003"	2363	22030931	10.73	11.12
	"Texas"	"48"	"2004"	"2004"	2300	22394023	10.27	10.66
	"Texas"	"48"	"2005"	"2005"	2418	22778123	10.62	10.94
	"Texas"	"48"	"2006"	"2006"	2347	23359580	10.05	10.32
	"Texas"	"48"	"2007"	"2007"	2433	23831983	10.21	10.46
	"Texas"	"48"	"2008"	"2008"	2552	24309039	10.50	10.79
	"Texas"	"48"	"2009"	"2009"	2809	24801761	11.33	11.56
	"Texas"	"48"	"2010"	"2010"	2891	25145561	11.50	11.75
	"Texas"	"48"	"2011"	"2011"	2896	25646389	11.29	11.50
	"Texas"	"48"	"2012"	"2012"	3037	26071655	11.65	11.86
	"Texas"	"48"	"2013"	"2013"	3059	26473525	11.55	11.67
	"Texas"	"48"	"2014"	"2014"	3254	26944751	12.08	12.22
	"Texas"	"48"	"2015"	"2015"	3403	27429639	12.41	12.51
	"Texas"	"48"	"2016"	"2016"	3488	27862596	12.52	12.60
	"Utah"	"49"	"1999"	"1999"	282	2203482	12.80	14.02
	"Utah"	"49"	"2000"	"2000"	298	2233169	13.34	14.76
	"Utah"	"49"	"2001"	"2001"	321	2283715	14.06	15.45
	"Utah"	"49"	"2002"	"2002"	340	2324815	14.62	16.16
	"Utah"	"49"	"2003"	"2003"	336	2360137	14.24	15.44
	"Utah"	"49"	"2004"	"2004"	377	2401580	15.70	17.19
	"Utah"	"49"	"2005"	"2005"	348	2457719	14.16	15.37
	"Utah"	"49"	"2006"	"2006"	362	2525507	14.33	15.99
	"Utah"	"49"	"2007"	"2007"	378	2597746	14.55	15.79
	"Utah"	"49"	"2008"	"2008"	390	2663029	14.64	15.85
	"Utah"	"49"	"2009"	"2009"	449	2723421	16.49	17.89
	"Utah"	"49"	"2010"	"2010"	473	2763885	17.11	18.28
	"Utah"	"49"	"2011"	"2011"	502	2816124	17.83	19.43
	"Utah"	"49"	"2012"	"2012"	550	2855782	19.26	21.01
	"Utah"	"49"	"2013"	"2013"	579	2902663	19.95	21.44
	"Utah"	"49"	"2014"	"2014"	559	2941836	19.00	20.55
	"Utah"	"49"	"2015"	"2015"	630	2990632	21.07	22.41
	"Utah"	"49"	"2016"	"2016"	620	3051217	20.32	21.81
	"Vermont"	"50"	"1999"	"1999"	63	604683	10.42	10.25
	"Vermont"	"50"	"2000"	"2000"	77	608827	12.65	12.34
	"Vermont"	"50"	"2001"	"2001"	72	612223	11.76	11.38
	"Vermont"	"50"	"2002"	"2002"	92	615442	14.95	14.29
	"Vermont"	"50"	"2003"	"2003"	83	617858	13.43	13.03
	"Vermont"	"50"	"2004"	"2004"	93	619920	15.00	14.55
	"Vermont"	"50"	"2005"	"2005"	78	621215	12.56	12.47
	"Vermont"	"50"	"2006"	"2006"	81	622892	13.00	12.17
	"Vermont"	"50"	"2007"	"2007"	89	623481	14.27	13.84
	"Vermont"	"50"	"2008"	"2008"	94	624151	15.06	14.09
	"Vermont"	"50"	"2009"	"2009"	87	624817	13.92	12.95
	"Vermont"	"50"	"2010"	"2010"	106	625741	16.94	15.73
	"Vermont"	"50"	"2011"	"2011"	120	626730	19.15	17.77
	"Vermont"	"50"	"2012"	"2012"	87	626444	13.89	13.05
	"Vermont"	"50"	"2013"	"2013"	112	627140	17.86	16.78
	"Vermont"	"50"	"2014"	"2014"	124	626984	19.78	18.74
	"Vermont"	"50"	"2015"	"2015"	103	626088	16.45	14.80
	"Vermont"	"50"	"2016"	"2016"	118	624594	18.89	17.28
	"Virginia"	"51"	"1999"	"1999"	791	7000174	11.30	11.21
	"Virginia"	"51"	"2000"	"2000"	768	7078515	10.85	10.82
	"Virginia"	"51"	"2001"	"2001"	797	7198362	11.07	10.97
	"Virginia"	"51"	"2002"	"2002"	799	7286873	10.96	10.92
	"Virginia"	"51"	"2003"	"2003"	808	7366977	10.97	10.86
	"Virginia"	"51"	"2004"	"2004"	828	7475575	11.08	10.93
	"Virginia"	"51"	"2005"	"2005"	866	7577105	11.43	11.17
	"Virginia"	"51"	"2006"	"2006"	876	7673725	11.42	11.13
	"Virginia"	"51"	"2007"	"2007"	880	7751000	11.35	11.12
	"Virginia"	"51"	"2008"	"2008"	948	7833496	12.10	11.78
	"Virginia"	"51"	"2009"	"2009"	963	7925937	12.15	11.72
	"Virginia"	"51"	"2010"	"2010"	963	8001024	12.04	11.67
	"Virginia"	"51"	"2011"	"2011"	1054	8110035	13.00	12.55
	"Virginia"	"51"	"2012"	"2012"	1063	8192048	12.98	12.63
	"Virginia"	"51"	"2013"	"2013"	1072	8262692	12.97	12.53
	"Virginia"	"51"	"2014"	"2014"	1123	8317372	13.50	12.88
	"Virginia"	"51"	"2015"	"2015"	1118	8367587	13.36	12.72
	"Virginia"	"51"	"2016"	"2016"	1166	8411808	13.86	13.24
	"Washington"	"53"	"1999"	"1999"	816	5842564	13.97	14.04
	"Washington"	"53"	"2000"	"2000"	727	5894121	12.33	12.36
	"Washington"	"53"	"2001"	"2001"	712	5985722	11.89	11.86
	"Washington"	"53"	"2002"	"2002"	811	6052349	13.40	13.36
	"Washington"	"53"	"2003"	"2003"	803	6104115	13.16	13.04
	"Washington"	"53"	"2004"	"2004"	830	6178645	13.43	13.31
	"Washington"	"53"	"2005"	"2005"	822	6257305	13.14	12.80
	"Washington"	"53"	"2006"	"2006"	809	6370753	12.70	12.33
	"Washington"	"53"	"2007"	"2007"	865	6461587	13.39	13.08
	"Washington"	"53"	"2008"	"2008"	889	6562231	13.55	13.14
	"Washington"	"53"	"2009"	"2009"	921	6667426	13.81	13.36
	"Washington"	"53"	"2010"	"2010"	957	6724540	14.23	13.94
	"Washington"	"53"	"2011"	"2011"	1021	6822520	14.97	14.30
	"Washington"	"53"	"2012"	"2012"	1038	6895226	15.05	14.54
	"Washington"	"53"	"2013"	"2013"	1027	6968006	14.74	14.06
	"Washington"	"53"	"2014"	"2014"	1119	7054196	15.86	15.27
	"Washington"	"53"	"2015"	"2015"	1137	7160290	15.88	15.43
	"Washington"	"53"	"2016"	"2016"	1141	7288000	15.66	14.89
	"West Virginia"	"54"	"1999"	"1999"	229	1811799	12.64	12.13
	"West Virginia"	"54"	"2000"	"2000"	245	1808344	13.55	13.18
	"West Virginia"	"54"	"2001"	"2001"	286	1801481	15.88	15.05
	"West Virginia"	"54"	"2002"	"2002"	276	1805414	15.29	14.84
	"West Virginia"	"54"	"2003"	"2003"	266	1812295	14.68	14.03
	"West Virginia"	"54"	"2004"	"2004"	285	1816438	15.69	15.42
	"West Virginia"	"54"	"2005"	"2005"	255	1820492	14.01	13.24
	"West Virginia"	"54"	"2006"	"2006"	269	1827912	14.72	13.99
	"West Virginia"	"54"	"2007"	"2007"	300	1834052	16.36	15.74
	"West Virginia"	"54"	"2008"	"2008"	261	1840310	14.18	13.70
	"West Virginia"	"54"	"2009"	"2009"	253	1847775	13.69	13.14
	"West Virginia"	"54"	"2010"	"2010"	279	1852994	15.06	14.11
	"West Virginia"	"54"	"2011"	"2011"	306	1854972	16.50	15.93
	"West Virginia"	"54"	"2012"	"2012"	326	1856560	17.56	17.10
	"West Virginia"	"54"	"2013"	"2013"	323	1853231	17.43	16.45
	"West Virginia"	"54"	"2014"	"2014"	359	1848514	19.42	18.11
	"West Virginia"	"54"	"2015"	"2015"	340	1841053	18.47	17.48
	"West Virginia"	"54"	"2016"	"2016"	362	1831102	19.77	19.31
	"Wisconsin"	"55"	"1999"	"1999"	593	5332666	11.12	11.05
	"Wisconsin"	"55"	"2000"	"2000"	590	5363675	11.00	10.93
	"Wisconsin"	"55"	"2001"	"2001"	639	5406835	11.82	11.69
	"Wisconsin"	"55"	"2002"	"2002"	627	5445162	11.51	11.34
	"Wisconsin"	"55"	"2003"	"2003"	647	5479203	11.81	11.65
	"Wisconsin"	"55"	"2004"	"2004"	662	5514026	12.01	11.89
	"Wisconsin"	"55"	"2005"	"2005"	643	5546166	11.59	11.55
	"Wisconsin"	"55"	"2006"	"2006"	670	5577655	12.01	11.95
	"Wisconsin"	"55"	"2007"	"2007"	729	5610775	12.99	12.75
	"Wisconsin"	"55"	"2008"	"2008"	743	5640996	13.17	12.82
	"Wisconsin"	"55"	"2009"	"2009"	724	5669264	12.77	12.49
	"Wisconsin"	"55"	"2010"	"2010"	793	5686986	13.94	13.41
	"Wisconsin"	"55"	"2011"	"2011"	745	5709640	13.05	12.75
	"Wisconsin"	"55"	"2012"	"2012"	723	5726177	12.63	12.35
	"Wisconsin"	"55"	"2013"	"2013"	850	5742854	14.80	14.37
	"Wisconsin"	"55"	"2014"	"2014"	769	5758377	13.35	13.10
	"Wisconsin"	"55"	"2015"	"2015"	877	5767891	15.20	14.68
	"Wisconsin"	"55"	"2016"	"2016"	866	5778708	14.99	14.67
	"Wyoming"	"56"	"1999"	"1999"	98	491780	19.93	20.26
	"Wyoming"	"56"	"2000"	"2000"	83	493782	16.81	16.77
	"Wyoming"	"56"	"2001"	"2001"	83	494657	16.78	16.45
	"Wyoming"	"56"	"2002"	"2002"	105	500017	21.00	20.81
	"Wyoming"	"56"	"2003"	"2003"	109	503453	21.65	21.79
	"Wyoming"	"56"	"2004"	"2004"	88	509106	17.29	17.52
	"Wyoming"	"56"	"2005"	"2005"	90	514157	17.50	17.28
	"Wyoming"	"56"	"2006"	"2006"	116	522667	22.19	21.66
	"Wyoming"	"56"	"2007"	"2007"	101	534876	18.88	19.34
	"Wyoming"	"56"	"2008"	"2008"	124	546043	22.71	22.61
	"Wyoming"	"56"	"2009"	"2009"	111	559851	19.83	20.38
	"Wyoming"	"56"	"2010"	"2010"	131	563626	23.24	22.42
	"Wyoming"	"56"	"2011"	"2011"	132	567725	23.25	23.27
	"Wyoming"	"56"	"2012"	"2012"	171	576765	29.65	29.60
	"Wyoming"	"56"	"2013"	"2013"	129	582684	22.14	21.48
	"Wyoming"	"56"	"2014"	"2014"	120	583642	20.56	20.67
	"Wyoming"	"56"	"2015"	"2015"	157	586555	26.77	27.99
	"Wyoming"	"56"	"2016"	"2016"	144	585501	24.59	25.25
"---"
"Dataset: Compressed Mortality, 1999-2016"
"Query Parameters:"
"Injury Intent: Suicide"
"Group By: State; Year"
"Show Totals: False"
"Show Zero Values: True"
"Show Suppressed: False"
"Standard Population: 2000 U.S. Std. Population"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: May 10, 2019 4:25:08 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1999-2016 on CDC WONDER Online Database, released June 2017. Data are from the Compressed Mortality File 1999-2016 Series 20 No."
"2U, 2016, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/cmf-icd10.html on May 10, 2019 4:25:08 PM"
"---"
Caveats:
"1. About sub-national population figures for regions, divisions, states and counties: population figures for 1999 are from the"
"1990-1999 series of bridged-race intercensal estimates of the July 1 resident population; population figures for 2000 and 2010"
"are bridged-race April 1 census counts; population figures for 2001-2009 are from the revised 2000-2009 series of bridged-race"
"intercensal estimates of the July 1 resident population; and population figures for 2011-2015 are bridged-race postcensal"
"estimates of the July 1 resident population, from the Vintage 2015 series released by NCHS on June 28, 2016."
"2. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"3. The populations used to calculate standard age-adjusted rates are documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2000 Standard Population."
"4. The method used to calculate age-adjusted rates is documented here: More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#Age-Adjusted Rates."
"5. Deaths for persons of unknown age are included in counts and crude rates, but are not included in age-adjusted rates."
"6. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/cmf.html#2014-Revision."
"7. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#California-Reporting-Anomalies."
"8. Circumstances in Georgia for the years 2008-2009 have resulted in unusually high death counts for the ICD-10 cause of death"
"code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data. More"
"information: http://wonder.cdc.gov/wonder/help/cmf.html#Georgia-Reporting-Anomalies."
"9. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/cmf.html#New-Jersey-Reporting-Anomalies."
